companyName,aliases,region,country,city,categories,tier,website,primaryEvidenceUrl,productCount,evidenceCount,aiUseCases,aiFitScore,marketExpansionScore,financingLiftScore,commercializationScore,dataReadinessScore,evidenceQualityScore,opportunityScore,scoreReasons,gaps
武汉楚精灵医疗科技有限公司,,China,CN,,samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697460473102520260419033246769,1,2,医生工作流、病历摘要和临床文档自动化,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
 江西维德医疗健康管理有限公司,,China,CN,,health_management_platform,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06970360996036202404121206310,2,2,,7,4,4,0,3,7,25,有监管/官方目录证据,website; financing; company_site_evidence
"Advanced Brain Monitoring, Inc.",,US,US,Dousman,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120450,1,1,远程监测风险分层与异常预警; 心理/睡眠分层干预与对话式支持,11,0,4,0,3,7,25,有监管/官方目录证据,website; financing; company_site_evidence
"Apple, Inc.",Apple Inc.,US,US,Cupertino,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K240929,1,2,心理/睡眠分层干预与对话式支持,11,0,1,2,3,8,25,有监管/官方目录证据,website; financing; company_site_evidence
Craniofacial Pain Center of Idaho,,US,US,Boise,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082849,1,1,心理/睡眠分层干预与对话式支持,11,0,4,0,3,7,25,有监管/官方目录证据,website; financing; company_site_evidence
Nakagawa Dental Clinic,,US,US,Mineola,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K060122,1,1,心理/睡眠分层干预与对话式支持,11,3,1,0,3,7,25,有监管/官方目录证据,website; financing; company_site_evidence
"Respironics Inc., Sleep & Home Respiratory Group",,US,US,Murrysville,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082866,5,5,,9,1,1,1,3,10,25,有监管/官方目录证据,website; financing; company_site_evidence
Sherwood Medical Co.,,US,US,St. Louis,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K930471,5,5,,9,1,1,1,3,10,25,有监管/官方目录证据,website; financing; company_site_evidence
上海卓昕医疗科技有限公司,,China,CN,上海,,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697526051015320260310102355590,3,6,医生工作流、病历摘要和临床文档自动化,8,1,1,2,3,10,25,有监管/官方目录证据,website; financing; company_site_evidence
卓越星河健康管理（南京）有限公司,,China,CN,,health_management_platform,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=b3f48fe79015490d99c46888a74af1fc,2,2,,7,4,4,0,3,7,25,有监管/官方目录证据,website; financing; company_site_evidence
"Neurovalens , Ltd.",Neurovalens Limited,Europe,GB,Portglenone,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K230826,2,2,心理/睡眠分层干预与对话式支持,12,0,1,0,3,8,24,有监管/官方目录证据,website; financing; company_site_evidence
医伟司安股份有限公司,,China,CN,,,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=bc1fbf9e-231d-497f-a295-00f33b8d39cd,3,6,,8,1,1,2,3,9,24,有监管/官方目录证据,website; financing; company_site_evidence
绍兴金箓生物技术有限公司,,China,CN,,,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697532900221620240626030509298,3,6,,8,1,1,2,3,9,24,有监管/官方目录证据,website; financing; company_site_evidence
苏州歌锐医疗科技有限公司,,China,CN,,,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697549601006920260429074128451,3,6,,8,1,1,2,3,9,24,有监管/官方目录证据,website; financing; company_site_evidence
"Adsis , Ltd.",,US,US,Washington,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K010791,1,1,,6,6,1,0,3,7,23,有监管/官方目录证据,website; financing; company_site_evidence
"Broncus Technologies, Inc.",,US,US,Mountain View,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K090095,1,1,,6,6,1,0,3,7,23,有监管/官方目录证据,website; financing; company_site_evidence
"Catheter Robotics, Inc.",,US,US,Mt. Olive,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN140009,1,1,,6,6,1,0,3,7,23,有监管/官方目录证据,website; financing; company_site_evidence
"Clinical Information Systems, Inc.",,US,US,Ann Arbor,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K882352,1,1,医生工作流、病历摘要和临床文档自动化,6,3,4,0,3,7,23,有监管/官方目录证据,website; financing; company_site_evidence
"Image-Guided Neurologics, Inc.",,US,US,Melbourne,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K990907,1,1,,6,6,1,0,3,7,23,有监管/官方目录证据,website; financing; company_site_evidence
"Power Medical Interventions, Inc.",,US,US,New Hope,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K020343,1,1,,6,6,1,0,3,7,23,有监管/官方目录证据,website; financing; company_site_evidence
"Remote Diagnostic Technologies , Ltd.",,Europe,GB,Hampshire,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K133988,1,1,,6,6,1,0,3,7,23,有监管/官方目录证据,website; financing; company_site_evidence
"Signifier Medical Technologies, Ltd.",,Europe,GB,London,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223446,1,1,,6,6,1,0,3,7,23,有监管/官方目录证据,website; financing; company_site_evidence
"3M Health Care, Sarns",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771499,3,3,,8,0,1,1,3,9,22,有监管/官方目录证据,website; financing; company_site_evidence
"Apnicure, Inc.",,US,US,Redwood City,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130538,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,7,22,有监管/官方目录证据,website; financing; company_site_evidence
Bemco Mattress Co.,,US,US,Mchenry,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K834344,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,7,22,有监管/官方目录证据,website; financing; company_site_evidence
"Cereve, Inc.",,US,US,Oakmont,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN140032,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,7,22,有监管/官方目录证据,website; financing; company_site_evidence
"Concord Laboratories, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K833582,3,3,,8,0,1,1,3,9,22,有监管/官方目录证据,website; financing; company_site_evidence
Diamond Orthotic Laboratory,,US,US,La Mesa,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K202499,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,7,22,有监管/官方目录证据,website; financing; company_site_evidence
Dynadx Corporation,,US,US,Crofton,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070855,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,7,22,有监管/官方目录证据,website; financing; company_site_evidence
"Ge Medical Systems, LLC",,US,US,Waukesha,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K182234,2,2,,7,0,4,0,3,8,22,有监管/官方目录证据,website; financing; company_site_evidence
"Happiest Baby, Inc.",,US,US,Los Angeles,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN210039,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,7,22,有监管/官方目录证据,website; financing; company_site_evidence
"Influence, Inc.",,US,US,San Francisco,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K972023,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,7,22,有监管/官方目录证据,website; financing; company_site_evidence
"Neurofield, Inc.",,US,US,Santa Barbara,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K252951,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,7,22,有监管/官方目录证据,website; financing; company_site_evidence
"Neurotronics, Inc.",,US,US,Gainesville,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K142774,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,7,22,有监管/官方目录证据,website; financing; company_site_evidence
"Nihon Kohden America, Inc.",,US,US,Irvine,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K983072,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,7,22,有监管/官方目录证据,website; financing; company_site_evidence
Nipro Medical Corp.,,US,US,Miami,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093985,2,2,,7,0,4,0,3,8,22,有监管/官方目录证据,website; financing; company_site_evidence
Omega Results,,US,US,Dallas,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K963631,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,7,22,有监管/官方目录证据,website; financing; company_site_evidence
Onera B.V.,,Europe,NL,Eindhoven,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253668,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,7,22,有监管/官方目录证据,website; financing; company_site_evidence
Oxehealth Limited,,Europe,GB,Oxford,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233618,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,7,22,有监管/官方目录证据,website; financing; company_site_evidence
"Respironics, Inc.",,US,US,Murrysville,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K003499,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,7,22,有监管/官方目录证据,website; financing; company_site_evidence
"Sleep Specialists, LLC",,US,US,Greenville,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100160,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,7,22,有监管/官方目录证据,website; financing; company_site_evidence
"Smiths Medical Asd, Inc.",,US,US,St. Paul,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K141193,3,3,,8,0,1,1,3,9,22,有监管/官方目录证据,website; financing; company_site_evidence
Target Therapeutics,,US,US,Los Angeles,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K880762,3,3,,8,0,1,1,3,9,22,有监管/官方目录证据,website; financing; company_site_evidence
"The Snore Reliever Company, LLC",,US,US,Laguna Niguel,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K092942,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,7,22,有监管/官方目录证据,website; financing; company_site_evidence
苏州一目万相科技有限公司,,China,CN,,,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697633057002220260305085826347,2,4,,7,1,1,1,3,9,22,有监管/官方目录证据,website; financing; company_site_evidence
河北深灵医疗科技有限公司,,China,CN,,sleep_health,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697758417001320250519034302079,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,6,21,有监管/官方目录证据,website; financing; company_site_evidence
海口安至科技有限公司,,China,CN,,sleep_health,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697723824006220250623012627084,1,1,心理/睡眠分层干预与对话式支持,11,0,1,0,3,6,21,有监管/官方目录证据,website; financing; company_site_evidence
"Alert Care, Inc.",,US,US,Borden,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K926053,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
American Pharmaseal Div. Ahsc,,US,US,Valencia,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K870720,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
"Aqueduct Critical Care, Inc.",,US,US,Bothell,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181301,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
Athlos OY,,Europe,FI,Espoo,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211688,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
"Bruno Independent Living Aids, Inc.",,US,US,Oconomowoc,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K022509,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
"Bryggs Medical, LLC",,US,US,Avon,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K191728,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
Conair Corp.,,US,US,Stamford,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K924584,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
"Darmiyan, Inc.",,US,US,Berkeley,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN220066,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
Dash Medical Gloves Sdn Bhd,,US,US,Franklin,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K992128,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
"Datascope Corp., Patient Monitoring Division",,US,US,Mahwh,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K091834,1,1,远程监测风险分层与异常预警,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
General Electric Co.,GENERAL ELECTRIC CO,US,US,Milwaukee,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K931460,1,2,,6,0,1,2,3,8,20,有监管/官方目录证据,website; financing; company_site_evidence
Insulet Corporation,INSULET CORP,US,US,Acton,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211575,1,2,,6,0,1,2,3,8,20,有监管/官方目录证据,website; financing; company_site_evidence
Kimberly-Clark Corp.,KIMBERLY CLARK CORP,US,US,Roswell,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K081027,1,2,,6,0,1,2,3,8,20,有监管/官方目录证据,website; financing; company_site_evidence
M-Pact Worldwide Management Corp.,,US,US,Eudora,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K971832,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
"Medline Industries, Inc.",,US,US,Mundelein,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103602,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
"Merit Medical Systems, Inc.",MERIT MEDICAL SYSTEMS INC,US,US,South Jordan,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100319,1,2,,6,0,1,2,3,8,20,有监管/官方目录证据,website; financing; company_site_evidence
Mermaid Care A/S,,Europe,DK,Norresundby,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K192584,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
Metamorphosis GmbH,,Europe,DE,Paderborn,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K252214,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
"Modern Rehabilitation Solutions Co., Ltd.",,US,US,Greenwood Village,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K094047,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
"Oec-Diasonics, Inc.",,US,US,Salt Lake City,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K864837,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
Ortho Clinical Diagnostics,,Europe,GB,Bridgend,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231525,1,1,医生工作流、病历摘要和临床文档自动化,6,3,1,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
Pain Management Technologies,,US,US,Akron,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K073386,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
"Remedy Logic, Inc.",,US,US,New York,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K241108,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
Samson Taiwan Corp.,,US,US,Santa Rosa,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K893102,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
Sensus Healthcare,"Sensus Healthcare, Inc.",US,US,Boca Raton,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K150037,1,2,,6,0,1,2,3,8,20,有监管/官方目录证据,website; financing; company_site_evidence
"Sleep Renewal, Inc.",,US,US,Mobile,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K870501,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
"Sonicaid, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K812256,1,1,远程监测风险分层与异常预警,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
Surgi-Quip Inc.U,,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822427,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
"Telcam Medical Devices, Inc.",,US,US,Walker,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K832537,1,1,,6,0,4,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
Tenon Medical,"Tenon Medical, Inc.",US,US,Los Gatos,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K260477,1,2,,6,0,1,2,3,8,20,有监管/官方目录证据,website; financing; company_site_evidence
Trex Enterprises Corp.,,US,US,San Diego,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K012379,1,1,,6,3,1,0,3,7,20,有监管/官方目录证据,website; financing; company_site_evidence
"Utah Medical Products, Inc.",UTAH MEDICAL PRODUCTS INC,US,US,Midvale,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K955663,1,2,,6,0,1,2,3,8,20,有监管/官方目录证据,website; financing; company_site_evidence
"Bio-Research Associates, Inc.",,US,US,Milwaukee,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K003176,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"C.R. Bard, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K772295,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
Carestream Health,"Carestream Health, Inc.",US,US,Rochester,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253185,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"Chattanooga Group, Inc.",,US,US,Walker,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K813593,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"Cook, Inc.",Cook Incorporated,US,US,Walker,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K772011,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"Customed, Inc.",,US,US,Fajardo,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K930986,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
Dhd Medical Products Div. Diemolding Corp.,,US,US,Walker,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K832545,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"Electromedical Products, Inc.",,US,US,Hawthorne,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K903014,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
Emde Corp.,,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771013,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"Fresenius Medical Care Renal Therapies Group, LLC",,US,US,Waltham,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K201207,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"General X-Ray, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K790443,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"Ischemaview, Inc.",,US,US,Golden,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K232156,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
Mallinckrodt Critical Care,,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771313,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"Martell Medical Products, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822786,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"Medical Consultants Intl. , Ltd.",,US,US,Glen Rock,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K903654,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"Menlo Care, Inc.",,US,US,Palo Alto,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K884259,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"Minxray, Inc.",,US,US,Northbrook,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K191451,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"Monarch Medical Technologies, LLC",Monarch Medical Technologies,US,US,Charlotte,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211160,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
Motion Analysis Corp.,,US,US,Santa Rosa,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K890076,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"National Medical Care, Medical Products Div., Inc.",,US,US,Rockleigh,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K893612,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"Neurosigma, Inc.",,US,US,Los Angeles,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233293,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
Pfizer,PFIZER INC,US,US,,digital_therapeutics,B,,https://dtxalliance.org/members/pfizer/,0,2,医疗软件智能化和疗效反馈闭环,5,0,4,4,0,6,19,,website; financing; products; company_site_evidence
"Ray Co., Ltd.",,US,US,Santa Rosa,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K131693,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
Rich-Mar Corp.,,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771157,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
Richard Wolf Medical Instruments Corp.,,US,US,Vernon Hills,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K940844,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"Roche Diabetes Care, Inc.",,US,US,Indianapolis,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K214022,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
"Vista Lifesciences, Inc.",,US,US,Parker,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K150154,2,2,,7,0,1,0,3,8,19,有监管/官方目录证据,website; financing; company_site_evidence
3Shape A/S,,Europe,DK,Copenhagen,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K200100,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
