companyName,productName,productType,indicationOrUse,sourceType,regulatoryOrDirectoryId,approvalOrListingDate,status,sourceUrl,categories,evidenceStrength
成都云卫康医疗科技有限公司,睡眠监测数据分析软件,samd_or_medical_software,NMPA UDI MA.156.M0.101195.0YWK0079; MA码（IDcode）; SRM-SC500,nmpa_udi,MA.156.M0.101195.0YWK0079,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=MA.156.M0.101195.0YWK0079202403220556527,samd; remote_patient_monitoring; sleep_health,strong_official_product
成都云卫康医疗科技有限公司,睡眠监测数据分析软件,samd_or_medical_software,NMPA UDI MA.156.M0.101195.0YWK0088; MA码（IDcode）; SRM-SC1000,nmpa_udi,MA.156.M0.101195.0YWK0088,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=MA.156.M0.101195.0YWK0088202403220556528,samd; remote_patient_monitoring; sleep_health,strong_official_product
成都尚医信息科技有限公司,R Plus Health; 术康,samd_or_medical_software,用户点名；公开新闻显示其与 CF PharmTech 发布 R Plus Health 居家康复 App,round2_seed,,,,https://www.prnewswire.com/news-releases/cf-pharmtech-and-chengdu-shangyi-launch-the-home-based-recovery-program-for-discharged-covid-19-patients-and-announce-todays-global-release-of-the-r-plus-health-free-app-301219070.html,samd; rehabilitation,seed_only
成都尚医信息科技有限公司,R Plus Health; 术康,samd_or_medical_software,"CF PharmTech and Chengdu Shangyi Launch the &quot;Home-Based Recovery Program for Discharged Covid-19 Patients&quot; and Announce Today's Global Release of the &quot;R Plus Health&quot; Free App; /PRNewswire/ -- CF PharmTech, Inc. is a fully integrated pharmaceutical company in China specializing in the treatment of respiratory diseases. Chengdu Shangyi...",round2_news,,,,https://www.prnewswire.com/news-releases/cf-pharmtech-and-chengdu-shangyi-launch-the-home-based-recovery-program-for-discharged-covid-19-patients-and-announce-todays-global-release-of-the-r-plus-health-free-app-301219070.html,samd; rehabilitation,medium_news
执鼎医疗科技有限公司,眼科影像存储与传输软件,samd_or_medical_software,NMPA UDI 06973047191076; GS1; IMAGES-EYE,nmpa_udi,06973047191076,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697304719107620260508030807326,samd,strong_official_product
执鼎医疗科技有限公司,眼科影像存储与传输软件,samd_or_medical_software,浙械注准20202210906; 眼科影像存储与传输软件是一个WEB应用软件，技术架构为BS架构。该软件用于对患者信息、患者的检查信息和影像信息进行管理。客户通过PC端的WEB浏览器进行操作。,nmpa_udi_detail,浙械注准20202210906,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697304719107620260508030807326,samd,strong_official_product
方舟健客,方舟健客,digital_health_or_medical_device_software,中国互联网医疗/慢病管理平台,round2_seed,,,,https://www.jianke.com/,chronic_disease_management; internet_healthcare; pharmacy_ecommerce,seed_only
方舟健客,方舟健客,digital_health_or_medical_device_software,"方舟健客网上药店,经国家药监局认证的合法正规网上药房.方舟健客为您提供方便的网上买药服务,执业医师为您提供24小时健康咨询!网上药店哪个好?买正品药上方舟健客!",round2_company_site,,,,https://www.jianke.com/,pharmacy_ecommerce,strong_company_site
日本尼德克株式会社,影像存档软件,samd_or_medical_software,NMPA UDI 04987669101643; GS1; NAVIS-EX,nmpa_udi,04987669101643,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0498766910164320260403013305251,samd,strong_official_product
日本尼德克株式会社,影像存档软件,samd_or_medical_software,"国械注进20213160291,国械注进20182162019,国械注进20172166681,国械注进20172162324,国械注进20172162256; NAVIS-EX 影像存档软件是一款能从以下NIDEK 眼底摄影设备中获取数据，并对其存档供轻易传输至外部系统中的软件。",nmpa_udi_detail,"国械注进20213160291,国械注进20182162019,国械注进20172166681,国械注进20172162324,国械注进20172162256",,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0498766910164320260403013305251,samd,strong_official_product
春雨医生,春雨医生,digital_health_or_medical_device_software,中国在线问诊平台,round2_seed,,,,https://www.chunyuyisheng.com/,online_consultation; clinical_workflow,seed_only
春雨医生,春雨医生,digital_health_or_medical_device_software,春雨医生-在线咨询医生,round2_company_site,,,,https://www.chunyuyisheng.com/,clinical_workflow,strong_company_site
景昱医疗科技（苏州）股份有限公司,远程程控问诊软件,samd_or_medical_software,NMPA UDI 06970377810660; GS1; SR1633（软件发布版本:1）,nmpa_udi,06970377810660,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697037781066020250718070235628,samd; remote_patient_monitoring; online_consultation,strong_official_product
景昱医疗科技（苏州）股份有限公司,远程程控问诊软件,samd_or_medical_software,苏械注准20252211065; 由U 盘（选配）、随机文件、远程程控问诊医生端、远程程控问诊患者端组成。,nmpa_udi_detail,苏械注准20252211065,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697037781066020250718070235628,samd; remote_patient_monitoring; online_consultation; clinical_workflow,strong_official_product
智云健康,智云健康,digital_health_or_medical_device_software,中国慢病管理和数字医疗平台,round2_seed,,,,https://www.cloudr.cn/,chronic_disease_management,seed_only
智云健康,智云健康,digital_health_or_medical_device_software,"智云健康科技集团; 智云健康是一站式慢病管理与智慧医疗平台,数字健康领导者.旗下包括:医院慢病管理AI系统-智云医汇;链接慢病患者与医生的互联网医院;药店智能处方AI系统-智云问诊.Cloudr is one-stop chronic disease management and smart medical platform, digital health leader. Cloudr",round2_company_site,,,,https://www.cloudr.cn/,chronic_disease_management; internet_healthcare; online_consultation; clinical_workflow,strong_company_site
桂林优利特医疗电子有限公司,血糖数据管理软件,samd_or_medical_software,NMPA UDI 06935740735889; GS1; RM-01,nmpa_udi,06935740735889,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06935740735889202604101007341,samd,strong_official_product
桂林优利特医疗电子有限公司,血糖数据管理软件,samd_or_medical_software,桂械注准20252210493; 中文 RM-01 血糖数据管理软件,nmpa_udi_detail,桂械注准20252210493,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06935740735889202604101007341,samd,strong_official_product
武汉兰丁智能医学股份有限公司,全自动数字远程病理细胞分析仪,remote_patient_monitoring,NMPA UDI 06975866142710; GS1; LD DNA-ICM I,nmpa_udi,06975866142710,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975866142710202507090242481,remote_patient_monitoring,strong_official_product
武汉兰丁智能医学股份有限公司,全自动数字远程病理细胞分析仪,remote_patient_monitoring,NMPA UDI 06975866142727; GS1; LD DNA-ICM II,nmpa_udi,06975866142727,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975866142727202507090242482,remote_patient_monitoring,strong_official_product
武汉兰丁智能医学股份有限公司,全自动数字远程病理细胞分析仪,remote_patient_monitoring,NMPA UDI 06975866142819; GS1; LD DNA-ICM III,nmpa_udi,06975866142819,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975866142819202507090242483,remote_patient_monitoring,strong_official_product
武汉兰丁智能医学股份有限公司,全自动数字远程病理细胞分析仪,remote_patient_monitoring,NMPA UDI 06975866142826; GS1; LD DNA-ICM IV,nmpa_udi,06975866142826,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975866142826202507090242484,remote_patient_monitoring,strong_official_product
武汉兰丁智能医学股份有限公司,全自动数字远程病理细胞分析仪,samd_or_medical_software,鄂械注准20122221170; 由硬件和软件（分析软件发布版本 V1.2，报告软件发布版本 V1.0）两部分组成。硬件由光学显微镜、显微电动 XY 平台、工业相机（Ⅰ型包括黑白工业相机一台）、计算机组成。软件由三维自动定位调焦功能模块、图像采集与存储功能模块、图像处理功能模块、图像分析功能模块、诊断报告输出功能及远程会诊功能模块组成。,nmpa_udi_detail,鄂械注准20122221170,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975866142710202507090242481,samd; remote_patient_monitoring; clinical_workflow,strong_official_product
武汉市九头鸟医疗仪器开发有限公司,男性性功能康复治疗仪,digital_health_or_medical_device_software,NMPA UDI 06975483292027; GS1; JTN-2001BL2,nmpa_udi,06975483292027,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697548329202720260418110923009,rehabilitation,strong_official_product
武汉市九头鸟医疗仪器开发有限公司,男性性功能康复治疗仪,digital_health_or_medical_device_software,NMPA UDI 06975483292034; GS1; JTN-2001BL3,nmpa_udi,06975483292034,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697548329203420260418111121270,rehabilitation,strong_official_product
武汉市九头鸟医疗仪器开发有限公司,男性性功能康复治疗仪,digital_health_or_medical_device_software,国械注准20153091258; 治疗仪由主机、控制和显示面板、负压系统、电极导联线组成,nmpa_udi_detail,国械注准20153091258,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697548329202720260418110923009,rehabilitation,strong_official_product
武汉康录生物技术股份有限公司,慢性淋巴细胞白血病染色体及基因异常探针检测试剂盒（原位杂交法）,digital_health_or_medical_device_software,NMPA UDI 06971808250727; GS1; 5人份/盒,nmpa_udi,06971808250727,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=2d77c6be-9155-4945-b0c5-22e9056a52ac,,strong_official_product
武汉康录生物技术股份有限公司,慢性淋巴细胞白血病染色体及基因异常探针检测试剂盒（原位杂交法）,digital_health_or_medical_device_software,NMPA UDI 06971808251144; GS1; 10人份/盒,nmpa_udi,06971808251144,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=f8db9997-b33d-45e7-91e7-e24f5f46beb1,,strong_official_product
武汉康录生物技术股份有限公司,慢性淋巴细胞白血病染色体及基因异常探针检测试剂盒（原位杂交法）,digital_health_or_medical_device_software,NMPA UDI 06971808250741; GS1; 20人份/盒,nmpa_udi,06971808250741,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=68003e91-3af7-451c-b54a-20531e53ee54,,strong_official_product
武汉康录生物技术股份有限公司,慢性淋巴细胞白血病染色体及基因异常探针检测试剂盒（原位杂交法）,digital_health_or_medical_device_software,鄂汉械备20180037号; 本试剂盒仅适用于慢性淋巴细胞白血病的检测，为医师提供诊断的辅助信息。,nmpa_udi_detail,鄂汉械备20180037号,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=2d77c6be-9155-4945-b0c5-22e9056a52ac,clinical_workflow,strong_official_product
武汉楚精灵医疗科技有限公司,胃部病变电子内窥镜图像辅助分诊软件,samd_or_medical_software,NMPA UDI 06974604731025; GS1; EA PC-UGI，发布版本V1,nmpa_udi,06974604731025,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697460473102520260419033246769,samd,strong_official_product
武汉楚精灵医疗科技有限公司,胃部病变电子内窥镜图像辅助分诊软件,samd_or_medical_software,国械注准20263210316; 本产品在医疗机构使用，用于胃部电子内窥镜图像的显示处理分析。经临床医 生判断存在胃部局灶性病变需进一步使用电子染色放大观察时，可用于对冻结 图像中是否存在高级别上皮内瘤变及以上病变的图像特征进行分诊提示，供经 培训合格的医师临床使用，不能单独作为临床诊疗决策的依据。产品仅适用于 指定型号的电子内窥镜及图像处理器，在白色光源（普通光）模式和指定的染 色放大模式下使用。,nmpa_udi_detail,国械注准20263210316,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697460473102520260419033246769,samd,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410186; GS1; EI-RtES Ⅰ-30,nmpa_udi,06979955410186,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554101862026041703374918,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410193; GS1; EI-RtES Ⅰ-26,nmpa_udi,06979955410193,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554101932026041703374919,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410209; GS1; EI-RtES Ⅰ-20,nmpa_udi,06979955410209,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102092026041703374920,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410216; GS1; EI-RtES Ⅰ-16,nmpa_udi,06979955410216,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102162026041703374921,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410223; GS1; EI-RtES Ⅰ-10,nmpa_udi,06979955410223,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102232026041703374922,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410230; GS1; EI-RtES Ⅰ-8,nmpa_udi,06979955410230,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102302026041703374923,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410247; GS1; EI-RtES Ⅰ-6,nmpa_udi,06979955410247,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102472026041703374924,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410254; GS1; EI-RtES Ⅰ-4,nmpa_udi,06979955410254,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102542026041703374925,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410261; GS1; EI-RtES Ⅰ-2,nmpa_udi,06979955410261,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102612026041703374926,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410278; GS1; EI-RtES Ⅰ-1,nmpa_udi,06979955410278,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102782026041703374927,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410285; GS1; EI-CCRT Ⅰ-30,nmpa_udi,06979955410285,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102852026041703374928,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410292; GS1; EI-CCRT Ⅰ-26,nmpa_udi,06979955410292,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554102922026041703374929,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410308; GS1; EI-CCRT Ⅰ-20,nmpa_udi,06979955410308,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103082026041703374930,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410315; GS1; EI-CCRT Ⅰ-16,nmpa_udi,06979955410315,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103152026041703374931,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410322; GS1; EI-CCRT Ⅰ-10,nmpa_udi,06979955410322,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103222026041703374932,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410339; GS1; EI-CCRT Ⅰ-8,nmpa_udi,06979955410339,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103392026041703374933,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410346; GS1; EI-CCRT Ⅰ-6,nmpa_udi,06979955410346,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103462026041703374934,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410353; GS1; EI-CCRT Ⅰ-4,nmpa_udi,06979955410353,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103532026041703374935,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410360; GS1; EI-CCRT Ⅰ-2,nmpa_udi,06979955410360,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103602026041703374936,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410377; GS1; EI-CCRT Ⅰ-1,nmpa_udi,06979955410377,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103772026041703374937,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410384; GS1; A620 Ⅰ-30（经颅电刺激仪）,nmpa_udi,06979955410384,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103842026041703374938,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410391; GS1; A620 Ⅰ-26（经颅电刺激仪）,nmpa_udi,06979955410391,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554103912026041703374939,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410407; GS1; A620 Ⅰ-20（经颅电刺激仪）,nmpa_udi,06979955410407,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104072026041703374940,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410414; GS1; A620 Ⅰ-16（经颅电刺激仪）,nmpa_udi,06979955410414,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104142026041703374941,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410421; GS1; A620 Ⅰ-10（经颅电刺激仪）,nmpa_udi,06979955410421,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104212026041703374942,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410438; GS1; A620 Ⅰ-8（经颅电刺激仪）,nmpa_udi,06979955410438,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104382026041703374943,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410445; GS1; A620 Ⅰ-6（经颅电刺激仪）,nmpa_udi,06979955410445,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104452026041703374944,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410452; GS1; A620 Ⅰ-4（经颅电刺激仪）,nmpa_udi,06979955410452,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104522026041703374945,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410469; GS1; A620 Ⅰ-2（经颅电刺激仪）,nmpa_udi,06979955410469,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104692026041703374946,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410476; GS1; A620 Ⅰ-1（经颅电刺激仪）,nmpa_udi,06979955410476,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104762026041703374947,mental_health,strong_official_product
江西思维智光医疗科技有限公司,认知障碍评估训练与脑电刺激治疗系统,digital_health_or_medical_device_software,NMPA UDI 06979955410483; GS1; EIPD-Ⅰ（便携款经颅电刺激仪）,nmpa_udi,06979955410483,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069799554104832026041703374948,mental_health,strong_official_product
河北深灵医疗科技有限公司,额贴式睡眠记录仪,digital_health_or_medical_device_software,NMPA UDI 06977584170013; GS1; S1、E1,nmpa_udi,06977584170013,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697758417001320250519034302079,sleep_health,strong_official_product
河南华南医电科技有限公司,睡眠呼吸监测仪,remote_patient_monitoring,NMPA UDI 06974564120105; GS1; GY-6620,nmpa_udi,06974564120105,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697456412010520230131012921496,remote_patient_monitoring; sleep_health,strong_official_product
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,NMPA UDI 06972137490235; GS1; JM201402B(12L),nmpa_udi,06972137490235,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1f088f9d-ff2a-495e-b20b-6004c2213d40,health_management_platform,strong_official_product
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,NMPA UDI 06972137490013; GS1; JM201401A(5L),nmpa_udi,06972137490013,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=13762f50-3526-4193-a68e-d59e7eaf846f,health_management_platform,strong_official_product
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,NMPA UDI 06972137490037; GS1; JM201401A(10L),nmpa_udi,06972137490037,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=5766bb42-6fbf-4252-b655-7ebe9a273716,health_management_platform,strong_official_product
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,NMPA UDI 06972137490051; GS1; JM201401B(6L),nmpa_udi,06972137490051,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=be97e3bd-69a6-4f7e-9b54-3a21e78326b7,health_management_platform,strong_official_product
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,NMPA UDI 06972137490075; GS1; JM201401B(9L),nmpa_udi,06972137490075,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=df8a7ce3-93a2-4804-873a-31fe0eebc17c,health_management_platform,strong_official_product
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,NMPA UDI 06972137490099; GS1; JM201401B(10L),nmpa_udi,06972137490099,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=76c1515f-b5ae-4c1f-a2b9-d508d66922ad,health_management_platform,strong_official_product
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,NMPA UDI 06972137490112; GS1; JM201401B(12L),nmpa_udi,06972137490112,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=51b42893-ae70-4d49-b9e0-7efae3c882fe,health_management_platform,strong_official_product
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,NMPA UDI 06972137490136; GS1; JM201402A(5L),nmpa_udi,06972137490136,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=4fc2abce-48d5-4a21-9a85-511cc0503447,health_management_platform,strong_official_product
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,NMPA UDI 06972137490150; GS1; JM201402A(10L),nmpa_udi,06972137490150,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=70ccb72c-9042-4fd4-b63b-99895b973a95,health_management_platform,strong_official_product
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,NMPA UDI 06972137490174; GS1; JM201402B(6L),nmpa_udi,06972137490174,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=cab332d2-3976-48f0-b53c-4653d5624176,health_management_platform,strong_official_product
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,NMPA UDI 06972137490198; GS1; JM201402B(9L),nmpa_udi,06972137490198,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=d2504167-52e9-4da5-9901-4405ce76e565,health_management_platform,strong_official_product
济民健康管理股份有限公司,血液透析浓缩液,digital_health_or_medical_device_software,NMPA UDI 06972137490211; GS1; JM201402B(10L),nmpa_udi,06972137490211,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0aed2f55-f51a-490b-bc5c-32abdcce84ac,health_management_platform,strong_official_product
济民健康管理股份有限公司,预充式导管冲洗器,digital_health_or_medical_device_software,NMPA UDI 06972137491041; GS1; 3ml,nmpa_udi,06972137491041,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697213749104120220415105508034,health_management_platform,strong_official_product
济民健康管理股份有限公司,预充式导管冲洗器,digital_health_or_medical_device_software,NMPA UDI 06972137491058; GS1; 5ml,nmpa_udi,06972137491058,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697213749105820220415105813032,health_management_platform,strong_official_product
济民健康管理股份有限公司,预充式导管冲洗器,digital_health_or_medical_device_software,NMPA UDI 06972137491065; GS1; 10ml,nmpa_udi,06972137491065,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697213749106520220415110053364,health_management_platform,strong_official_product
海南齐佳智能科技有限公司,认知功能障碍康复训练软件,samd_or_medical_software,NMPA UDI 06976033530330; GS1; KF-100QJ,nmpa_udi,06976033530330,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=895bdefe706046a3bb310582ade31a21,samd; mental_health; rehabilitation,strong_official_product
海南齐佳智能科技有限公司,认知功能障碍康复训练软件,samd_or_medical_software,NMPA UDI 06976033530347; GS1; KF-200QJ,nmpa_udi,06976033530347,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=e0e536cc095f4a87b44131369b77362c,samd; mental_health; rehabilitation,strong_official_product
海口安至科技有限公司,睡眠呼吸记录仪,digital_health_or_medical_device_software,NMPA UDI 06977238240062; GS1; SA-05,nmpa_udi,06977238240062,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697723824006220250623012627084,sleep_health,strong_official_product
深圳京柏医疗科技股份有限公司,盆底康复治疗仪,digital_health_or_medical_device_software,NMPA UDI 06951740550611; GS1; BFC10系列,nmpa_udi,06951740550611,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0695174055061120260430020307433,rehabilitation,strong_official_product
