companyName,productName,region,country,city,tier,categories,sourceType,sourceQuery,sourceUrl,capturedAt,evidenceSummary,confidence,privacyFlag,evidenceStrength,discoveryRound,seeded
Zephyr Sleep Technologies,MATRx plus,,CA,Calgary,A,,openfda_device_510k,sleep,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN170090,2026-05-14,FDA 510(k) DEN170090; 2018-08-23; product code QCJ,0.86,company_product_public,strong_official_product,round1,no
"Bistos Co., Ltd.",BT-1000,,KR,Gyeonggi,A,,openfda_device_510k,ADHD,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K232991,2026-05-14,FDA 510(k) K232991; 2024-08-28; product code QGL,0.86,company_product_public,strong_official_product,round1,no
"Nu Eyne Co., Ltd.",SMILE,,KR,Seoul,A,,openfda_device_510k,ADHD,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K213629,2026-05-14,FDA 510(k) K213629; 2023-02-12; product code QGL,0.86,company_product_public,strong_official_product,round1,no
"Neurosigma, Inc.",Generation 2.0 Monarch external Trigeminal Nerve Stimulation (eTNS) System®,US,US,Los Angeles,A,,openfda_device_510k,ADHD,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233293,2026-05-14,FDA 510(k) K233293; 2024-01-16; product code QGL,0.86,company_product_public,strong_official_product,round1,no
"Nu Eyne Co., Ltd.",ADDNOX (BPSPM1),,KR,Seoul,A,,openfda_device_510k,ADHD,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K243289,2026-05-14,FDA 510(k) K243289; 2025-01-16; product code QGL,0.86,company_product_public,strong_official_product,round1,no
"Neurosigma, Inc.",Monarch eTNS System,US,US,Los Angeles,A,,openfda_device_510k,ADHD,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN180041,2026-05-14,FDA 510(k) DEN180041; 2019-04-19; product code QGL,0.86,company_product_public,strong_official_product,round1,no
Wfr/Aquaplast Corp.,"ACCUFIX RADIOLUCENT PELVIS AND BELLY BOARDS, ACCUFIX CANTILEVER HEAD BOARD WITH SHOULDER DEPRESSION, ACCUFIX RADIOLUCENT",US,US,Wyckoff,A,mental_health,openfda_device_510k,depression,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K032156,2026-05-14,FDA 510(k) K032156; 2003-09-02; product code IYE,0.86,company_product_public,strong_official_product,round1,no
"Freespira, Inc.",Freespira Breathing System,US,US,Kirkland,A,,openfda_device_510k,anxiety,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233337,2026-05-14,FDA 510(k) K233337; 2025-04-24; product code SEN,0.86,company_product_public,strong_official_product,round1,no
"Big Health, Inc.",Daylight,US,US,San Francisco,A,,openfda_device_510k,anxiety,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233872,2026-05-14,FDA 510(k) K233872; 2024-08-30; product code SCP,0.86,company_product_public,strong_official_product,round1,no
"Currie Medical Specialties, Inc.",ABG KITS - CMS 4000 SERIES,US,US,Mchenry,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K830333,2026-05-14,FDA 510(k) K830333; 1983-03-31; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Dhd Medical Products Div. Diemolding Corp.,ARTERIAL BLOOD SAMPLING KIT,US,US,Walker,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K832545,2026-05-14,FDA 510(k) K832545; 1983-09-26; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Terumo Medical Corp.,"PREZA-PAK II, ARTERIAL BLOOD SAMPLING SY",US,US,Elkton,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K812338,2026-05-14,FDA 510(k) K812338; 1981-09-23; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Concord Laboratories, Inc.",PULSATOR ARTERIAL BLOOD SAMPLING SYRIN,US,US,Mchenry,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K833582,2026-05-14,FDA 510(k) K833582; 1983-12-27; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Bd Becton Dickinson Vacutainer Systems Preanalytic,BARD-PARKER ARTERIAL MONITORING SYSTEM,US,US,Washington,A,remote_patient_monitoring,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K780939,2026-05-14,FDA 510(k) K780939; 1978-07-17; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Marquest Medical Products, Inc.",GAS-LYTE 1CC AND 3CC ARTERIAL BLOOD SAMPLERS,US,US,Englewood,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K902632,2026-05-14,FDA 510(k) K902632; 1990-09-04; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Sherwood Medical Co.,SHERWOOD MEDICAL ARTERIAL BLOOD GAS KIT II,US,US,St. Louis,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K930471,2026-05-14,FDA 510(k) K930471; 1993-06-22; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Marquest Medical Products, Inc.",ASPIRATOR,US,US,Englewood,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K830312,2026-05-14,FDA 510(k) K830312; 1983-05-25; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Ciba Corning Diagnostics Corp.,CIBA CORNING BALANCED HEPARIN FOR CA++,US,US,East Walpole,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K875117,2026-05-14,FDA 510(k) K875117; 1988-02-29; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Martech Medical Products, Inc.",NEOLINE(TM),US,US,Temecula,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K914778,2026-05-14,FDA 510(k) K914778; 1992-09-16; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Biotek-Caribbean,BIOSAMPLER,,DO,"Santo Domingo, Dom. Rep.",A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K844615,2026-05-14,FDA 510(k) K844615; 1985-03-21; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Martell Medical Products, Inc.",MDM ARTERIAL BLOOD GAS KIT,US,US,Mchenry,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822786,2026-05-14,FDA 510(k) K822786; 1982-10-21; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Concord Laboratories, Inc.",ARTERIAL BLOOD SAMPLING KITS,US,US,Mchenry,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K841486,2026-05-14,FDA 510(k) K841486; 1984-05-23; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Utah Medical Products, Inc.",ABC IN-LINE BLOOD SAMPLING KIT,US,US,Midvale,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K955663,2026-05-14,FDA 510(k) K955663; 1997-03-17; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Mahana Therapeutics, Inc.",Mahana Parallel Digital Cognitive Behavioral Therapy (CBT) Mobile Application for Irritable Bowel Syndrome (IBS),US,US,San Francisco,A,samd; mental_health,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211372,2026-05-14,FDA 510(k) K211372; 2021-06-02; product code QMY,0.86,company_product_public,strong_official_product,round1,no
Steven Frank Mercereau,VACVENT,US,US,Conyers,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K931873,2026-05-14,FDA 510(k) K931873; 1993-12-30; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Marquest Medical Products, Inc.",AUTOSTIK,US,US,Englewood,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K820875,2026-05-14,FDA 510(k) K820875; 1982-05-07; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Transidyne General Corp.,MODEL 1050 - UMBILICAL CORD BLOOD SAMPLING KIT,US,US,Ann Arbor,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K897133,2026-05-14,FDA 510(k) K897133; 1990-03-30; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Marquest Medical Products, Inc.",MARQUEST MICRO STIK 9000 SERIES,US,US,Englewood,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K842008,2026-05-14,FDA 510(k) K842008; 1984-05-25; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Jelco Laboratories,"TRAY, ARTERIAL BLOOD GAS SAMPLING",US,US,Mchenry,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K781857,2026-05-14,FDA 510(k) K781857; 1978-12-11; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Analytical Products, Inc.",ARTAP ARTERIAL BLOOD SAMPLING DEVICE,US,US,Belmont,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K843360,2026-05-14,FDA 510(k) K843360; 1984-10-31; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Devon Industries, Inc.",ABG POINT LOK NEEDLE PROTECTION DEVICE,US,US,Chatsworth,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K954015,2026-05-14,FDA 510(k) K954015; 1995-11-20; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Ge Medical Systems Information Technologies,UMBILICAL CORD BLOOD SAMPLING KIT,US,US,Wallingford,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K900302,2026-05-14,FDA 510(k) K900302; 1990-04-10; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Pharmaseal Laboratories,SAMPLING KIT,US,US,Mchenry,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K801146,2026-05-14,FDA 510(k) K801146; 1980-06-04; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Lake Medical Products, Inc.",CORD-ASSURE UMBILICAL BLOOD GAS KIT,US,US,Maryland Heights,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K872244,2026-05-14,FDA 510(k) K872244; 1987-07-21; product code CBT,0.86,company_product_public,strong_official_product,round1,no
U&I Corporation,CBT Screw Fixation System,,KR,Uijeongbu-Si,A,mental_health,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181824,2026-05-14,FDA 510(k) K181824; 2018-12-13; product code NKB,0.86,company_product_public,strong_official_product,round1,no
"Akzona, Inc.",ORGANON ARTERIAL BLOOD SAMPLER,US,US,Mchenry,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K801435,2026-05-14,FDA 510(k) K801435; 1980-07-18; product code CBT,0.86,company_product_public,strong_official_product,round1,no
American Pharmaseal Div. Ahsc,AIRLIFE ARTERIAL BLOOD GAS SAMPLING SYRINGE,US,US,Valencia,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K870720,2026-05-14,FDA 510(k) K870720; 1987-03-17; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Hammer-Plane, Inc.",NEEDLE SAFETY COVER,US,US,Simi Valley,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K950098,2026-05-14,FDA 510(k) K950098; 1995-08-11; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Marquest Medical Products, Inc.",OMNISTICK,US,US,Englewood,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K830310,2026-05-14,FDA 510(k) K830310; 1983-05-25; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Warner-Lambert Co.,DESERET ARTERIAL BLOOD SAMPLING KIT,US,US,Mchenry,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822248,2026-05-14,FDA 510(k) K822248; 1982-10-21; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Sherwood Medical Co.,SHERWOOD MEDICAL ARTERIAL BLOOD GAS KIT I,US,US,St. Louis,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K925453,2026-05-14,FDA 510(k) K925453; 1993-07-12; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Radiometer America, Inc.",QUALISTICK ARTERIAL BLOOD SAMPLER,US,US,Mentor,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K831034,2026-05-14,FDA 510(k) K831034; 1983-05-18; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Angiosystems, Inc.",MEDICAL PROCEDURE KITS/ARTERIAL BLOOD SAMPLING,US,US,Great Neck,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K905464,2026-05-14,FDA 510(k) K905464; 1991-05-31; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Dhd Medical Products Div. Diemolding Corp.,ARTERIAL BLOOD SAMPLING KIT,US,US,Mchenry,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K821406,2026-05-14,FDA 510(k) K821406; 1982-06-25; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Emde Corp.,MOSQUITO,US,US,Mchenry,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771013,2026-05-14,FDA 510(k) K771013; 1977-07-01; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Respiratory Care, Inc.",ARTERIAL BLOOD SAMPLING TRAY,US,US,Mchenry,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771975,2026-05-14,FDA 510(k) K771975; 1977-10-28; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Smiths Medical Asd, Inc.",HEMODRAW ARTERIAL BLOOD SAMPLING SYSTEM,US,US,Dublin,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K071269,2026-05-14,FDA 510(k) K071269; 2007-08-01; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Concord Laboratories, Inc.",VAPORIZED HEPARIN,US,US,Mchenry,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K840987,2026-05-14,FDA 510(k) K840987; 1984-04-05; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Kronner Medical,BLOOD GAS SAFETY SYRINGE,US,US,Roseburg,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K895171,2026-05-14,FDA 510(k) K895171; 1989-11-07; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Emde Corp.,MARZ-175,US,US,Mchenry,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K811199,2026-05-14,FDA 510(k) K811199; 1981-05-21; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Concord/Portex,ACCU-VENT(TM) WITH NEEDLE-PRO(TM),US,US,Keene,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K912043,2026-05-14,FDA 510(k) K912043; 1991-07-05; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Martell Medical Products, Inc.",PISTON SYRINGE,US,US,Murrieta,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K944941,2026-05-14,FDA 510(k) K944941; 1994-12-05; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Sherwood Medical Co.,ASPIR-PULSE(TM) ARTERIAL BLOOD GAS (ABG) SYSTEM,US,US,St. Louis,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K945719,2026-05-14,FDA 510(k) K945719; 1995-03-16; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Marquest Medical Products, Inc.","OMNISTIK, MQ 501GS",US,US,Englewood,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K800860,2026-05-14,FDA 510(k) K800860; 1980-04-29; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Customed, Inc.",BLOOD GAS KIT (NON-STERILE) REORDER NO. 0560,US,US,Fajardo,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K930986,2026-05-14,FDA 510(k) K930986; 1993-07-14; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Migada, Ltd.",LAB-SITE SAFETY NEEDLE,,IL,Israel,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K902881,2026-05-14,FDA 510(k) K902881; 1990-09-26; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Sherwood Medical Co.,ASPIR-PULSE(TM) SAF-T-VENT,US,US,St. Louis,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K940575,2026-05-14,FDA 510(k) K940575; 1994-03-22; product code CBT,0.86,company_product_public,strong_official_product,round1,no
Chesebrough-Pond'S U.S.A. Co.,MARZ-175 ARTERIAL BLOOD GAS SYRINGE,US,US,Mchenry,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K833923,2026-05-14,FDA 510(k) K833923; 1984-01-09; product code CBT,0.86,company_product_public,strong_official_product,round1,no
"Smiths Medical Asd, Inc.",SECURE ARTERIAL BLOOD SAMPLING SYSTEM,US,US,Dublin,A,,openfda_device_510k,CBT,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070340,2026-05-14,FDA 510(k) K070340; 2007-03-15; product code CBT,0.86,company_product_public,strong_official_product,round1,no
